,Numbers,Location,Size,Rocktype,Volume,Weight,Height above sea level,Compass,Distance,Number of Boulders mentioned,Extra,Author,Paragraph,Page
468,468,Boddam - Edinburgh - Sesston,,,,,height above sea level : 1600 feet,,,1,,Nicol,1,841
469,469,Boddam - Pentlands - Allermuir Hill - Highlands - N.W,,quartz,,,height above sea level : 1617 feet,,,1,clay - pebbles - stratified,James Croll,2,841
470,470,Boddam - N.W. - Pentlands,,,,,,"N.W. - E. - W, - E.S.E. - W.S.W. - W.",,1,clay,Geikie,3,841
471,471,Boddam - Edinburgh and Suburbs. - Arthur’s Seat - Castle Hill - Calton Hill,,,,,,,,1,,Charles Maclaren,2,842
472,472,Boddam - Arthur's Seat,,sandstone,,weight : 30 tons,,,,20,,,3,842
473,473,Boddam - Castle H7ll,,,,,,,,1,,,4,842
474,474,Boddam - Nursery Gar - Leith Walk,,Conglomerate,,,,,,1,,Henderson,5,842
475,475,Boddam - Calton Hill,,sienitic - greenstone,,,,,,1,,"Maclaren, Hill",6,842
476,476,Boddam - Edinburgh - Session,,felspar - greenstone - porphyry - quartz - shale,,,,,,1,,,1,843
477,477,Boddam - N.E. - N.W.,,,,,,N.E. - N.W.,,1,,,2,843
478,478,Boddam - Arthur’s Seat - Windy Gowl,,sand,,,,,,1,bed - clay - sand - stratified,,6,843
479,479,Boddam - Arthur’s Seat,,sand - felspar - red sienitic - porphyry,,,,,,1,bed - sand - clay,,1,844
480,480,Boddam - Easter Duddingstone - North British Railway - Old Red Sandstone Con - N.W. - W.N,,Sandstone - porphyry - black basalt,,,,"N.W. - W.N. - W,",,1,,,2,844
481,481,Boddam - Joppa - Magdalen Bridge,,,,,,"N.N.W. - N,N.W., - W, - S,,",,1,,,3,844
482,482,Boddam - Water of Leith,10 x 8 x 5,,,,,E. - W.,,2,,Dalmahoy,4,844
483,483,Boddam - Ile - Hailes - Redhall - N.W.,,sandstone,,,,N.W.,,1,clay,Craiglockhart.,5,844
484,484,Boddam - Edinburgh - Session,4 x 2 - Height : 2 feet,sand - quartz - shale,,,height above sea level : 200 feet,,,1,knoll - sand - pebbles,"Convener, Mr Stevenson",1,845
485,485,Boddam - Granton. - Old Quarry - Linlithgow - Stirling - E. and W. - Firth of Forth,,sandstone,,,,"E. - W.,",,1,clay,,2,845
486,486,Boddam - Granton Harbour,,whinstone,,,,"W, - S.",,2,,,3,845
487,487,Boddam - Leith Docks. - Albert Docks,,,,,,,,1,clay,,4,845
488,488,Boddam - Leith Docks. - Albert Docks,,blue whinstone - quartz - sandstone - black ironstone - shale,,,,"W, - N.",,1,,,5,845
489,489,Boddam - Leith Docks. - Albert Docks,circumference : 71 inches - girth : 41 feet,,,,,,,2,clay - bed,Crum Brown,6,845
490,490,Boddam - Falkirk - Slamannan - Kilsyth - E.,,shale - ironstone - marcasite,,,,"E. - N,",,1,,Charles Peach,3,846
491,491,Boddam - Campsie - Glasgow - Leith,,shale - ironstone - marcasite,,,,N.E.,,1,,Crum Brown,4,846
492,492,Boddam - Carlowrie - Edinburgh - Leith - Dalmeny - Humbie,,sandstone,,,,,,1,clay,Hutchi,5,846
493,493,Boddam - Leith - Scotland,,,,,,,,2,clay,,2,847
494,494,Boddam - Kilsyth - Slamannan,,,,,,"E., - E. - N.,",,1,,Peach,3,847
495,495,Boddam - Campsie - Leith,,,,,height above sea level : 150 feet,,,1,,,4,847
496,496,Boddam - Alnwick Hill - Liberton. - Old Red Sandstone,,felspar - Sandstone,,,,"N. - W,",,1,clay,,5,847
497,497,Boddam - Alnwick Hill - Liberton. - Old Red Sandstone,,,,,,N.W.,,1,,,6,847
498,498,Boddam - Inghkeith. - Stirlingshire,,basalt - porphyry,,,,,,1,,Muggridge,7,847
499,499,Boddam,,sand,,,,,,1,gravel - sand,,1,848
500,500,Boddam - MORAYSHIRE,,granite - gneiss - Conglomerate,,,,,,1,,"Martin, Elgin",6,848
501,501,Boddam - Cromarty - N.W. - Moray Firth,94 x 8 x 8,red granite - Conglomerate,,weight : 44 tons,height above sea level : 60 feet,"N.W. - N.,",,2,bed - shingle - pebbles,,2,848
502,502,Boddam - N.W.,,granite - gneiss - quartz - Silurian,,,,N.W.,,1,shingle - pebbles,,3,848
503,503,"Boddam - Lighthouse - N.W. - ¢Carlin’s Stone,” - ¢Young Curlin’s Stone”",,Conglomerate,,,height above sea level : 182 feet - height above sea level : 230 feet,N.W. - W. - N.,,1,,,4,848
504,504,Boddam - Edinburgh - Session,,Conglomerate,,,,"N.W.,",,1,,,1,849
505,505,Boddam - Edinburgh - Session,,granite - gneiss - mica - slate - sand,,,,,,1,gravel - clay - sand,,2,849
506,506,"Boddam - Pluscardine Hll - N.W - “Chapel Stone,”","13 x 8 x 6, 12 x 8 x 3",gneiss - Sandstone,,,,N.W.,,1,,,3,849
507,507,Boddam - Carden Hill,,sandstone,,,,W.,,1,,,4,849
508,508,Boddam - Carden Hill - N.W,,granite - gneiss,,,,N.W. - W.,,1,,,5,849
509,509,Boddam - Carden Hill,,sandstone,,,height above sea level : 400 feet,,,1,,,6,849
510,510,Boddam - Quarrywood Hill - N.W.,,sandstone,,,height above sea level : 200 feet - height above sea level : 140 feet,N.W.,,4,,,8,849
511,511,Boddam - Birnie - Clarkeley Hill,,granite - gneiss,,,,"N. - W, - S.E.",,1,,Gordon,1,850
512,512,"Boddam - Roseile - ¢ Hare” - “Witch Stone,”",21 x 14 x 4,granite - Conglomerate,,,height above sea level : 700 feet,"N. - W,",,4,,,2,850
513,513,Boddam - Ross - Sutherland,,,,,,E. - W.,,1,clay,,3,850
514,514,"Boddam - Witch Stone - “Witch Stone,” - ¢Carlin’s Stone,”",,Conglomerate - granite - gneiss - quartz - sand,,,height above sea level : 250 feet,"N.W., - S.E.",,1,bed - sand,,5,850
515,515,Boddam - Lossiemouth. - Covesea - N.W. - S.E,,sandstone,,,,"N.W., - N.W. - S.E.",,1,,,6,850
516,516,Boddam - Lossiemouth. - Covesea - N.W. - S.E,,Conglomerate,,,height above sea level : 20 feet,,,1,,Carlin Stone,7,850
517,517,Boddam - Old Red Sandstone,,Conglomerate - Sandstone,,,,,,1,,,8,850
518,518,"Boddam - Llanbryde - St Andrews. - Gneiss - Spynie Loch - ¢Grey Stone,”",15 x 9 x 7,Gneiss,,,,,,1,bed,,9,850
519,519,"Boddam - Llanbryde - St Andrews. - Gneiss - Spynie Loch - ¢Grey Stone,”",,hornblende - gneiss,,,,,,6,,Martin,10,850
520,520,"Boddam - Forres - Nairn - NAIRNSHIRE - “NAIRNSHIRE. Croy.—* Tom Riach,”",,sand - Conglomerate,,,,,,1,sand - gravel - stratified,"Tom Riach, Plate X.",11,850
521,521,"Boddam - Roseile - ¢ Hare” - “Witch Stone,”",21 x 14 x 4,granite - Conglomerate,,,height above sea level : 700 feet,"N. - W,",,4,,,2,850
522,522,Boddam - Edinburgh - Sesston,,granite - Sandstone,,,,,,1,,Plate X.,1,851
523,523,"Boddam - Piper’s Hill - Old Red Sandstone - N.W - N.W. - ¢Piper’s Hill,”",,Sandstone - Conglomerate - quartz - felspar,,weight : 10 tons,height above sea level : 200 feet,"N.W, - N.W.,",,1,gravel - pebbles,,2,851
524,524,Boddam - N.W.,,,,,,"N.W.,",,1,,,3,851
525,525,Boddam - Ross-shire,,,,,,,,1,,,4,851
526,526,Boddam - E. and W.,12 x 84 x 8 - height : 30 feet - girth : 9 feet,granite - sand - Conglomerate,,,height above sea level : 270 feet,N.W. - E. - W. - S.E.,,5,gravel - sand,,5,851
527,527,Boddam - Nairn - Inverness,,granite,,,,S.E.,,1,,Jolly,7,851
528,528,Boddam - Inverness - Kinsteary - Buckie - Lossiemouth - Sizth Report - Nairn,,granite,,,,,,1,,Wallace,2,852
529,529,Boddam - ¢Giant’s Stone.”,,red porphyry - granite - sandstone - Conglomerate,,weight : 8 tons,height above sea level : 1800 feet - height above sea level : 260 feet,"W.N.W., - S.W. - N.E. - W.S.W.",,1,,Edin. Roy.,5,852
530,530,Boddam - Old Red Sandstone,,Gneiss - Sandstone - gneiss,,,,"S.W.,",,1,,,4,852
531,531,Boddam - ¢Giant’s Stone.”,,red porphyry - granite - sandstone - Conglomerate,,weight : 8 tons,height above sea level : 1800 feet - height above sea level : 260 feet,"W.N.W., - S.W. - N.E. - W.S.W.",,1,,Edin. Roy.,5,852
532,532,Boddam - Edinburgh - Session,,granite - Sandstone,,,,,,2,,,1,853
533,533,Boddam - Edinburgh - Session,,granite,,,,,,1,,James Russell,2,853
534,534,"Boddam - Westra - Cleat Hill - Eda - Messrs Peach - Horne - Orkneys - Strommness - “Glaciation of the Orkneys,”",,granite - quartzite - red sandstone,,,,,,1,,"Messrs Peach, Horne",3,853
535,535,Boddam - Westra - Strom - N.N.E.,,,,,,"N, - N.N.E.",,1,,,4,853
536,536,Boddam - Westra - Eda - N.W.,,sandstone,,,,N.W.,,1,,,5,853
537,537,Boddam - Zda - Sanday - Stromsa - Shapinshay,,,,,,,,1,clay,"Messrs Horne, Peach",6,853
538,538,Boddam - North Ronaldshay. - Boulders,,,,,,,,1,,,7,853
539,539,Boddam,,granite - sandstone,,,,,,1,,,1,854
540,540,Boddam - Ronaldshay,,,,,,,,1,clay,,2,854
541,541,Boddam - Sanday - Stromness - Pomona - S.W,,Conglomerate - granite,,,,S.W.,,1,,,3,854
542,542,Boddam - Stennis - Stanay,,,,,,,,1,,,6,854
543,543,Boddam - Orkneys - Shetlands,,,,,,S. - E.,,1,,"Messrs Peach, IXorne",7,854
544,544,Boddam - Orkney,,,,,,,,1,,"Messrs Peach, Horne",9,854
545,545,Boddam - Kirkurd.,Height : 550 feet,gneiss - trap - quartz - granite - mica - slate - schist,,,,,,3,clay,Nicol,5,855
546,546,"Boddam - White Stone Knowe - “White Stone Knowe,”—alluded",3 x 21,white quartz,,,,,,1,,,3,855
547,547,Boddam - Kirkurd.,Height : 550 feet,gneiss - trap - quartz - granite - mica - slate - schist,,,,,,3,clay,Nicol,5,855
548,548,Boddam - N.W.,,mica - slate,,,height above sea level : 1500 feet,N.W. - N.,,2,,Naughton,2,855
549,549,Boddam - N.W.,girth : 71 feet - high : 17 feet,,,weight : 600 tons,,"N. - W,",,1,,Richardson,4,855
550,550,"Boddam - “Clachan M‘had,” - *Stones of the Fox”",,,,,height above sea level : 200 feet,,,1,,,1,856
551,551,"Boddam - Pitnacree House - *Clack Odhar,”",15 x 111 x 4,schist,,,,,,1,,Clack Odhar,2,856
552,552,Boddam - Aberfoyle. - Arndrum Hill - Scotland - Dumbarton - Callander - S.,,Conglomerate,volume : 3 cubic yards,,height above sea level : 230 feet - height above sea level : 454 feet,"E.N.E, - N.",,6,,,4,856
553,553,Boddam - Braemar,,granite - mica - schist,,,height above sea level : 200 feet,"N. - W,",,7,,,5,856
554,554,"Boddam - Bochastle Hill - ““Sam- son's Putting Stone,”",,Gneiss - Conglomerate - gneiss,,,height above sea level : 330 feet,"N.E. - W.S.W.,",,1,,Plate X.,6,856
555,555,Boddam - Grampians - N.W,,,,,,N.W.,,1,knoll,,7,856
556,556,Boddam - Edinburgh - Session,,Conglomerate,,,,,,1,,,1,857
557,557,Boddam - W.N.W. - Estuary of the Forth,,Conglomerate,,,,W.N.W.,,1,gravel,,2,857
558,558,Boddam - Dunblane. - Gneiss - Cromlix - Grampians - S.W. - N.E,17 x 10 x 5,Gneiss,,,,S.W. - N.E.,,4,gravel,,3,857
559,559,Boddam - Craigiebarns Hill - N.E. - N.W. - River Tay,,mica - schist,,,height above sea level : 1000 feet,N.E. - N.W.,,1,knoll,,4,857
560,560,Boddam - “Clach an Salaine.”,24 x 16 x 13 - Height : 2500 feet,Gneiss - sand - slate,,,,N.W.,,1,sand - clay - gravel,,8,857
561,561,Boddam - Abercairney - Old Red Sandstone,,granite - Sandstone,,,,"N.W.,",,1,,,9,857
562,562,Boddam - Tenandry Manse - Ben-y - Gloe,,,,,,,,1,,,10,857
563,563,Boddam,,granite - gneiss - quartz - porphyry,,,,,,1,,,1,858
564,564,Boddam - Morenish - Killin - Loch Tay,,,,,height above sea level : 1100 feet,,,1,,,3,858
565,565,Boddam - N.W.,,granite,,,,N.W.,,7,,,4,858
566,566,"Boddam - Kirkmichael. - *Clachan Sleuchdaidh,”’ - *Stones of Worship”",,,,,,,,1,,,5,858
567,567,Boddam - River Almond - Carr - “ Carr” - ¢“ Bog.”,,whinstone,,,,,,1,bank,Logie Almond.,6,858
568,568,"Boddam - Old Red Sandstone - ¢Cul na Cloich,” - *Stone Nook.”",,Conglomerate - Sandstone,,,,,,1,,,7,858
569,569,"Boddam - Old Red Sandstone - ¢Cul na Cloich,” - *Stone Nook.”",,Conglomerate,,,,,,1,,,8,858
570,570,"Boddam - Old Red Sandstone - ¢Cul na Cloich,” - *Stone Nook.”",,granite,,,,E. - W.,,1,,Glen Dochart.,9,858
571,571,Boddam - Schehallion Mountain,,granite,,,height above sea level : 3560 feet - height above sea level : 3000 feet,N.W. - W.,,1,Gravel,,11,858
572,572,Boddam - Schekhallion - E. and W. - Glen T'ilt,,mica - slate - granite - porphyry,,,height above sea level : 2000 feet,E. - W.,,1,,,2,859
573,573,Boddam - Perthshire Hills - Blair Athole - Dunkeld - N.W.,,,,,,N.W.,,1,,Jamieson,3,859
574,574,"Boddam - Pitlochry. - Straloch - * @ledstone,”",,mica - slate,,weight : 8 tons,height above sea level : 1800 feet,,,1,gravel - clay,Gladstone,5,859
575,575,Boddam - Stralech - Clachk Mhor - Greut Stone,24 x 20,granite - mica - slate - quartzite,,,,,,1,clay,,6,859
576,576,Boddam - Stralech - Clachk Mhor - Greut Stone,27 x 17 x 12,porphyry,,,height above sea level : 2309 feet,,,1,,Beinn nan Clach,7,859
577,577,Boddam - “Clach a Druidh”,,,,,,"W, - N.",,1,,,1,860
578,578,Boddam - Ellon - Balan,,,,,height above sea level : 800 feet,N.W.,,1,clay,"Jamieson, Balani, Jamieson",2,860
579,579,Boddam - Qlenelg - West Coast - Elg,21 x 18 x 10,granite,,,,"N.N. - W, - S.",,1,bank,Nicol,7,860
580,580,Boddam - Ellon - Balan,,,,,height above sea level : 800 feet,N.W.,,1,clay,"Jamieson, Balani, Jamieson",2,860
581,581,Boddam - Lochalsh - West Coast,,Gneiss - quartz,,,,"E, - W. - N, - S,E.",,1,,,3,860
582,582,Boddam - Rosskeen. - Ardross - Newmore - Achnacloich,,Granite,,,,,,1,,,4,860
583,583,Boddam - Shieldag,18 x 10 x 10,,,,,,,1,,Longeraxis E.and W.,5,860
584,584,"Boddam - Applecross - West Coast - Rossel - Clach Bhan - Kaims - Ardbain - Ardrishach - *Clach Oiu,” - “Clach Bhan”",,,,weight : 60 tons - weight : 30 tons,,,,3,,,6,860
585,585,Boddam - Qlenelg - West Coast - Elg,21 x 18 x 10,granite,,,,"N.N. - W, - S.",,1,bank,Nicol,7,860
586,586,Boddam - Ldinburgh - Session,,red sandstone - gneiss,,,height above sea level : 1000 feet,,,1,,Nicol,1,861
587,587,Boddam - Ldinburgh - Session,,granite,,,height above sea level : 747 feet,,,1,,,2,861
588,588,Boddam - Gairloch Hotel - N.W.,long : 7 feet - high : 33 feet,,,,height above sea level : 585 feet,N.W.,,1,,,3,861
589,589,Boddam - Gairloch Hotel - N.W.,,blue whinstone - red sandstone - slate,,,,,,1,clay,,4,861
590,590,Boddam - Gairloch - Loch Fionn - W.S.W. - N.W,,,,,,W.S.W. - N.W.,,1,,,6,861
591,591,Boddam - Near Loch Maree Hotel,,,,,height above sea level : 1000 feet,,,1,,,2,862
592,592,Boddam - Achnasheen - Dingwall and Strome Ferry Railway - Loch Rosque,girth : 15 feet,granite - sand,,,height above sea level : 610 feet,,,1,gravel - sand,,4,862
593,593,Boddam - Loch Mullardoch,12 x 8 x 7,quartz - gneiss,,,height above sea level : 1500 feet - height above sea level : 1530 feet,,,1,,Heddle,5,862
594,594,Boddam - Dingwall. - N.W. - Dirriemore,,granite,,,,N.W.,,1,,Ben Wyvis,6,862
595,595,Boddam - Edinburgh - Session,,granite,,,,,,1,,,1,863
596,596,Boddam - Edderton - Tain - N.N.W - *Cairn nu Cunneig”,,granite - red granite,,,height above sea level : 1000 feet,"N.N.W. - N.W. - N. - E.,",,3,,Cairn nu Cunneig,2,863
597,597,Boddam - Fannich Mountains - Ben Wyvis - “Clach Mhor na Biachdoil.”,30 x 10 x 3,gneiss,,,height above sea level : 2700 feet,,,1,,F. Campbell,3,863
598,598,Boddam - Fodderty. - Boulder,14 x 8 x 5,,,,,,,1,,,4,863
599,599,Boddam - Old Red,,Granite,,,,,,1,,,5,863
600,600,Boddam - Sandstone - Tain - Walter Scott - Cairn na Cunnetg - N.W - *Sir Walter Scott” - *Cairn na Cunnetg ”,,Sandstone - red granite,,,,N. - N.W.,,1,,,6,863
601,601,Boddam - Tarbet Ness. - Balnabruach - Ness.—** Balnabruach” - “Cairn ma Cunneig”,girth : 33 feet - high : 9 feet,reddish granite,,,,E. - W. - W.N.W.,,1,,,7,863
602,602,Boddam - Tulloch Hill,11 x 7 x 7,granite,,,,,,3,,,9,863
603,603,Boddam - N.N.W.,"8 x 5, 7 x 2",mica - schist,,,height above sea level : 550 feet - height above sea level : 400 feet - height above sea level : 620 feet,"N.N. - W, - N.N.W., - E. - W. - N.W.,",,1,,,1,864
604,604,Boddam - Drynie Farm - S.W.,12 x 8 x 4,mica - schist,,,height above sea level : 610 feet,"S.W. - N.N. - W, - N.",,1,,,2,864
605,605,Boddam - Tulloch Hill,8 x 6 x 4,granite - sandstone - slate,,,height above sea level : 900 feet,N.W.,,1,,,3,864
606,606,Boddam - Tulloch Hill - Cromarty Firth,,,,,height above sea level : 1100 feet,,,1,,,5,864
607,607,Boddam - Achna-Clerach,25 x 23 x 12,granite,,,,,,1,,,7,864
608,608,Boddam - Glascarnoch - Strathvaick - Tulloch Hill,,,,,,,,1,,Loch,8,864
609,609,Boddam - Cairn Cunneay - Easter Ross,,granite,,,height above sea level : 2744 feet,,,2,,Morrison,9,864
610,610,Boddam - Edinburgh - Session,,granite,,,,,,1,,,1,865
611,611,Boddam - Castleton Mansge - River Esk - Lang - Gill - Liddell,diameter : 4 feet,granite,,,,"W.S.W. - W. - N,",,1,bank,,2,865
612,612,"Boddam - Tofts House - Edgerstone - Roxburghshire - (*“Geological Account of Roxburghshire,”",high : hundred feet,porphyry,,,,,,3,,Edwn. Roy.,3,865
613,613,Boddam - E.,wide : 200 feet - high : 60 feet,sand - granite - shale,,,,N.E. - E.,,1,gravel - sand - pebbles,Edin. Roy.,4,865
614,614,Boddam - Dunion Hill - Galloway - Dumfriesshire,,Porphyry - Granite,,,,,,1,,,1,866
615,615,Boddam - Nesbit. - Kelso - Penielheugh Hill,,Sandstone,,,height above sea level : 774 feet - height above sea level : 224 feet,S.W. - N.W. - N.E.,,1,knoll,,2,866
616,616,Boddam - Old Red Sandstone,,Sandstone - Silurian,,,,,,1,,Zdin. Roy.,3,866
617,617,Boddam - Galashiels. - Meigle Hill - N.W.,6 x 41 x 3,Silurian - white sandstone - Conglomerate - Sandstone,,,height above sea level : 1430 feet - height above sea level : 360 feet,N.W. - E. - W.,,1,,Gordon of Birnie,4,866
618,618,Boddam - Nesbit. - Kelso - Penielheugh Hill,,Sandstone,,,height above sea level : 774 feet - height above sea level : 224 feet,S.W. - N.W. - N.E.,,1,knoll,,2,866
619,619,Boddam - Galashiels. - Meigle Hill - N.W.,6 x 41 x 3,Silurian - white sandstone - Conglomerate - Sandstone,,,height above sea level : 1430 feet - height above sea level : 360 feet,N.W. - E. - W.,,1,,Gordon of Birnie,4,866
620,620,Boddam,,,,,height above sea level : 1370 feet,,,1,,,2,867
621,621,Boddam - Walls,,,,,,,,1,,James Russell,3,867
622,622,Boddam - Mainland,,granite - gneiss,,,height above sea level : 700 feet,,,2,,,4,867
623,623,Boddam - Culswick - Delting Hills - Mainland - N.E,,gneiss - granite,,,,N.E.,,3,,Russell,5,867
624,624,Boddam - Foula - N.E. corner,,granite,,,,N.E.,,1,,"Messrs Peach, Horne, Geol. Mag.",6,867
625,625,Boddam - Foula - Dun,,,,,,,,1,clay,"Messrs Peach, Horne",7,867
626,626,Boddam - Houssay Island.,,,,,height above sea level : 200 feet,,,1,knoll,,8,867
627,627,Boddam - Houssay Island.,,gneiss - schist,,,,,,1,,Geikie,11,867
628,628,Boddam - Papa Stour - Sand - Bixiter Voe - Mainland,,,,,,,,1,,"Hibbert, Messrs Peach, Horne",1,868
629,629,Boddam - Papa Stour - Sand - Bixiter Voe - Mainland,,granite,,,,,,1,,Hibbert,3,868
630,630,Boddam - Hilswick,,,,,,E. - N.E. - N. - S.,,1,,"Messrs Peach, Horne, Hibbert",4,868
631,631,Boddam - Roeness Hill - North Mavine,,red granite - greenstone,,,,,,1,,Hibbert,5,868
632,632,Boddam - Roeness Hill - North Mavine,,,,,,S.W.,,1,,"Messrs Peach, Horne",6,868
633,633,Boddam - Near North Mavine - Main - Hilswick - Ollaberry,"16 x 12 x 6, 11 x 8 x 8, 8 x 10 x 11",sienitic,,,,,,3,,,8,868
634,634,Boddam - Aberdeen,high : 22 feet - girth : 90 feet - Height : 120 feet,gneiss,,,,,,1,,Nicol,2,869
635,635,Boddam - Lunna,,granite,,,height above sea level : 200 feet,,,4,,,4,869
636,636,Boddam - Fair Isle Parish.,,Conglomerate,,weight : 10 tons,,,,1,,Laurence,3,870
637,637,Boddam - Kday,,sandstone,,,,,,1,,,4,870
638,638,Boddam - Sumburgh Head.,,Conglomerate - sandstone,,,,,,1,,,8,870
639,639,Boddam - Sumburgh Head.,,,,,,,,1,,"Messrs Peach, Horne, Lond. Geol. Soc.",9,870
640,640,"Boddam - ¢Hair Stone,”",13 x 12 x 11,,,,height above sea level : 7Q feet - height above sea level : 1000 feet,"N. - S. - N.W., - W.",,1,,"Abbot, Craig, W.",6,871
641,641,Boddam - Shetland,8 x 4 x 3,mica - slate - Conglomerate,,,height above sea level : 1260 feet,"N., - W, - N.W.",,2,,Mr Jack,2,871
642,642,Boddam - Kilpatrick Hills - W.N,,trap - granite - felspar - Conglomerate,,,,"W.N. - W, - N.W., - N.E.",,1,,Young,1,872
643,643,Boddam - Croy Hill - Firths of Clyde - Forth,,trap - Conglomerate,,weight : 200 tons,height above sea level : 160 feet - height above sea level : 1250 feet,,,1,knoll,,3,872
644,644,Boddam - Campsie Hills - ‘“Wallace’s Putting Stone ”,,,,,height above sea level : 800 feet,E. - W.,,1,,"‘“ Wallace, Putting Stone",2,872
645,645,Boddam - Edinburgh - Session,,Conglomerate,,,,,,1,,,1,873
646,646,Boddam - Kilbride - Perthshire,,,,,,,,1,,,2,873
647,647,Boddam - Landrick Estate,,,,,,,,1,,,3,873
648,648,Boddam - Keltie Bridge,,,,,,,,1,,,4,873
649,649,Boddam - Gartincaber,,,,,,,,1,,,5,873
650,650,Boddam - River Teith,,,,,,,,1,,,6,873
651,651,Boddam - Corntan Brickwork - Stirling - Brldge - Allan,,,,,,,,1,bed - clay,,9,873
652,652,Boddam - Stirling Castle,,Conglomerate - gneiss,,,,,,1,,,10,873
653,653,Boddam - Loch Coulter - Gullies Hill - Stirling,,Conglomerate - mica - slate - felspar - porphyry,,,,,,1,,,11,873
654,654,Boddam - Stirling,,gneiss - granite - whinstone,,,,S.E.,,1,,,12,873
655,655,Boddam - Glenbervie - Torwood - Stirling,,Conglomerate,,,,,,1,,,13,873
656,656,Boddam - On Dunmore Estate - Stirling,,Conglomerate,,,,S.E.,,1,,,14,873
657,657,"Boddam - S.E - “The Estuary of the Forth,”*",,,,,,N.W. - S.E.,,1,,,15,873
658,658,Boddam - N.W. - Callander - Aberfoyle,,,,,,"N.W.,",,1,,,16,873
659,659,Boddam - Old Red Sandstone - S.E,16 x 10 x 4,Sandstone,,,height above sea level : 248 feet,"N.N.W. - S.E. - N. - W.,",,3,,,2,874
660,660,Boddam - Craigrorth Hill - Stirling - Aberfoyle,,gneiss,,,height above sea level : 198 feet,"N.W, - S.E. - W. - N.",,1,,Joass,3,874
661,661,Boddam - Racecourse - Stirling,,granite - sandstone,,,,"S. - W. - N.N.W. - N.W.,",,1,knoll,,4,874
662,662,Boddam - Aberfoyle. - Arndrum Hill,,Conglomerate - gneiss,volume : 3 cubic yards,,height above sea level : 454 feet - height above sea level : 230 feet,"N.E, - S. - W. - N, - S,",,6,,Callander,5,874
663,663,Boddam - “Clach na Patain” - ¢Clach Mhie Mhios”,,,,,,,,4,,"Clach Mhie Mhios, Clach",6,874
664,664,Boddam - Old Red Sandstone - S.E,16 x 10 x 4,Sandstone,,,height above sea level : 248 feet,"N.N.W. - S.E. - N. - W.,",,3,,,2,874
665,665,Boddam - Craigrorth Hill - Stirling - Aberfoyle,,gneiss,,,height above sea level : 198 feet,"N.W, - S.E. - W. - N.",,1,,Joass,3,874
666,666,Boddam - N.W. - Cape Wrath - Loch Maree,,granite,,,,N.W.,,1,pebbles,Nicol,2,876
667,667,Boddam - Sutherland - Loch Laxford,,,,,,,,1,,,3,876
668,668,Boddam - N.W. and N. - Sutherlandshire,,,,,,N.W. - N.,,1,,"Chambers, Nicol",5,876
669,669,Boddam - Brora - Clynlish - N.W,9 x 6 x 6,sandstone - Granite,,,,"W. - N. - N.W. - N.E. - N.E.,",,2,,,6,876
670,670,Boddam - Edinburgh - Session,,,,,height above sea level : 200 feet,,,1,stratified,"Wilson, Wilson",1,877
671,671,Boddam - Near Thorshavn,,basalt,,,,,,1,,,5,877
672,672,Boddam - Kintyre - Old Red Sandstone - Abstract,,gneiss - Sandstone,,,,,,1,,,7,881
673,673,Boddam - Plate VIII,,gneiss,,,,,,1,,Geikie,2,881
674,674,"Boddam - ¢Clach Udelain” - ‘“Unstable Block,”",,Gneiss,,,,,,1,,,3,881
675,675,"Boddam - ¢the principal ” - “Giant Putting Stone,”",18 x 12,,,,height above sea level : hundred feet,,,1,,Geikie,4,881
676,676,"Boddam - “The Pig’s Back,”",,Knap,,,,,,2,,,5,881
677,677,Boddam - Knock Farm,,,,,,N.N.E. - N. - E.,,1,,Loch Glashan.,6,881
678,678,Boddam - Kintyre - Old Red Sandstone - Abstract,,gneiss - Sandstone,,,,,,1,,,7,881
679,679,Boddam - Loch Killesport,,gneiss - slate - Granite,,,,,,1,,,2,882
680,680,Boddam - Killes,,,,,,N.W.,,2,,,4,882
681,681,Boddam - BuTte,,granite - Sandstone - Porphyry,,,,"N.E. - N.W,",,1,knoll,Plate VIII,6,882
682,682,Boddam - Loch Killesport,,gneiss - slate - Granite,,,,,,1,,,2,882
683,683,Boddam - BuTte,,granite - Sandstone - Porphyry,,,,"N.E. - N.W,",,1,knoll,Plate VIII,6,882
684,684,Boddam - Loch Killesport,,gneiss - slate - Granite,,,,,,1,,,2,882
685,685,Boddam - Kilmory,,,,weight : 400 tons,height above sea level : 230 feet,,,1,,Rock,3,882
686,686,Boddam - Killes,,,,,,N.W.,,2,,,4,882
687,687,Boddam - Grassipol - S.E.,,,,,,S.E.,,1,,,5,882
688,688,Boddam - BuTte,,granite - Sandstone - Porphyry,,,,"N.E. - N.W,",,1,knoll,Plate VIII,6,882
689,689,Boddam - Barra. - Boulder - Ben Erival,,,,,height above sea level : 1620 feet,,,1,,,2,883
690,690,Boddam - Barra. - Boulder - Ben More hill - Atlantic,,gneiss,,,height above sea level : 165 feet,,,1,,"GQlencoe., Convener",3,883
691,691,Boddam - Loch Boisdale. - Kennet Hill,,,,,,,,2,,,4,883
692,692,Boddam - South Urst - Mingary Hill - N.W.,,,,,,"N.W.,",,1,,,5,883
693,693,Boddam - South Urst - Mingary Hill - N.W.,,Granite,,,,,,1,knoll,Askernish,6,883
694,694,Boddam - Borve - Atlantic,,,,,,,,2,,Harres,8,883
695,695,Boddam - West Loch Tarbert. - Scalpa Island,,Granite,,,,,,1,,,9,883
