,Numbers,Location,Size,Rocktype,Volume,Weight,Height above sea level,Compass,Distance,Number of Boulders mentioned,Extra,Author,Paragraph,Page
417,417,"18. Gllen Morriston and Glendoe, on north side of Loch Ness - Loch Ness - Inverness",,Conglomerate,,,,,,1,bank,"(#%fth Report, pa 71, and Sexth Report, pa 47)",9,832
418,418,"18. Gllen Morriston and Glendoe, on north side of Loch Ness - Inverness",,,,,,,,1,pebbles,George Anderson,10,832
419,419,"18. Gllen Morriston and Glendoe, on north side of Loch Ness - Inverness - High Street - River Ness - Court-House - Town Arms - “ Clack-na-Cudaine”—*",,greenstone - black granite,,,,,,1,,"(First Report, pa 18)",3,833
420,420,"18. Gllen Morriston and Glendoe, on north side of Loch Ness - Clachnaharry - Inverness - Moray - Beauly Firths - “The Watchman’s Stone,”",,,,,,,,1,,,4,833
421,421,"(5) Culloden Muir - ¢The Duke of Cumberland’s Stone,”",height : 6 feet - girth : 60 feet,Conglomerate,,,height above sea level : 450 feet,W.N.W. - W. - N.,,1,,"(Second Report, pa 158)",6,833
422,422,(5) Culloden Muir - *“Tom Riach.”,height : 21 feet,Conglomerate - gneiss,,weight : 652 tons,,,,1,,Tom Riach,1,834
423,423,(5) Culloden Muir - Inverness - Old Red Sandstone,girth : 51 feet - height : 9 feet,Conglomerate - Sandstone - sand,,,height above sea level : 774 feet - height above sea level : 900 feet,"S. - E. - W.,",,1,gravel - sand,"(Second Report, pa 158)",2,834
424,424,"(6) Dallanossie Parish - Boulder - Dallry Farm - Moy estate Boulder - “Clach Schuilt,” - “Cloven Stome.”",30 x 18 x 9 - Height : 2090 feet,granite,,,,,,1,,,3,834
425,425,(6) Dallanossie Parish - Duntelchal Hill - Inverness,7 x 4,Conglomerate - Granite - granite,,,height above sea level : 900 feet,"N, - W. - S.E. - N.W. - N.W.,",,1,,,4,834
426,426,(6) Dallanossie Parish - hLill,,,,,height above sea level : 1620 feet,,,1,,Plate X.,6,834
427,427,(6) Dallanossie Parish - Nairn,,gneiss,,,height above sea level : 2260 feet,,,1,,Jolly,9,834
428,428,(6) Dallanossie Parish - Edinburgh - Session,,gneiss - mica - slate,,,,,,1,,Plate X.,1,835
429,429,(6) Dallanossie Parish - Inverness - Duntelchaig,24 x 21 x 8,,,weight : 340 tons,height above sea level : 645 feet,"S.W. - W.N. - W,",,1,,,3,835
430,430,"(6) Dallanossie Parish - Craig-a-Clachan - ¢ Craig-a-Clachan,” - ¢Waiéch Stone”—madeknown",,Conglomerate - gneiss,,,height above sea level : 1100 feet,"N.E. - W. - N. - W.N.W.,",,1,,Jolly,4,835
431,431,"(6) Dallanossie Parish - Craig-a-Clachan - ¢ Craig-a-Clachan,” - ¢Waiéch Stone”—madeknown",,,,,,,,1,,,5,835
432,432,"(6) Dallanossie Parish - Loch Clachan - ¢Loch Clachan,”",,granite,,,,,,1,,,6,835
433,433,"(6) Dallanossie Parish - Loch Clachan - ¢Loch Clachan,”",21 x 20 x 14,gneiss,,,height above sea level : 983 feet - height above sea level : 1259 feet,"E. - W,",,1,pebbles,,8,835
434,434,(6) Dallanossie Parish - N.W.,,Conglomerate - gneiss,,,,N.W.,,1,,,10,835
435,435,(6) Dallanossie Parish,,,,,,,,1,,"(Second Report, pa 163)",1,836
436,436,(6) Dallanossie Parish - Inverness,,,,,,E.,,1,,Wallace,2,836
437,437,(6) Dallanossie Parish - Inverness,11 x 9 x 6 - Height : 6 feet,granite - felspar - mica - slate - sand,,,height above sea level : 1080 feet,"E. - W,",,2,clay - sand - gravel,,3,836
438,438,- (13) Kingussie - Belville - Newtonmoor Railway Station,length : 14 feet - height : 8 feet,,,,height above sea level : 1000 feet,"S.S.W.,",,1,,,5,836
439,439,- (13) Kingussie - Laggan Free Church,9 x 6 x 6,granite,,,,"E. - W.,",,1,,,6,836
440,440,- (13) Kingussie - KINCARDINESHIRE - “Bishop’s Stone”;,circumference : 44 feet - height : 8 feet,granite - felspar - mica,,weight : 70 tons,,,,1,,Banchory-Devenick,7,836
441,441,- (13) Kingussie - KINCARDINESHIRE - “Bishop’s Stone”;,11 x 9 x 6 - Height : 6 feet,granite - felspar - mica - slate - sand,,,height above sea level : 1080 feet,"E. - W,",,2,clay - sand - gravel,,3,836
442,442,- Fettercairn - Craig Dhu - Spey - Maryculter,51 x 6 x 6,slate,,,,"N. - S,",,1,clay,"(First Report, pa 40)",4,836
443,443,- Fettercairn - KINCARDINESHIRE - “Bishop’s Stone”;,circumference : 44 feet - height : 8 feet,granite - felspar - mica,,weight : 70 tons,,,,1,,Banchory-Devenick,7,836
444,444,1. Galloway - Loch Narroch,,granite,,,,,,1,,Galloway.,2,837
445,445,1. Galloway - Loch Narroch,,,,,,,,1,,,3,837
446,446,1. Galloway - Merrick - Galloway,,,,,,,,1,,(2764 feet A number of poised blocks and rock ing stones (Flirst Report pa 40),4,837
447,447,9. Rells - Craigenbay Farm,long : 17 feet,whinstone,,,height above sea level : 800 feet,"N. - S,",,1,,Rells.,5,837
448,448,3. Kirkbean - Kirkbean. - Arbigland,16 x 9,granite - sandstone,,,,,,1,,,6,837
449,449,3. Kirkbean - Criffel Hill - N.N.W,,granite,,,,N.N.W.,,1,,,7,837
450,450,"4, Penninghame - Penninghame. - Minnigaff Hills - N.E",,Granite,,,,N.E.,,1,,,8,837
451,451,5. Twynholm - Gallo - Hills - Several Druidical,,,,,,,,1,,"Twynholm., GQranite",9,837
452,452,6. Borgue - Borgue. - Boulder,Girth : 3 feet,granite - trap,,,,N.W.,,1,,,10,837
453,453,7. Generally - Criffel - Cumberland,,granite,,,,,,1,,,13,837
454,454,7. Generally - Eden,,granite,,,,,,1,,,1,838
455,455,7. Generally - Maryport - Solway - Kirkcudbrightshire Hills,,granite,,,,,,1,pebbles,,2,838
456,456,7. Generally - Criffel - Liverpool,,granite,,,,,,1,,"J. Geikie, Horne",3,838
457,457,7. Generally - Liverpool - England - S.W. of Scotland,,granite,,,,S.W.,,1,,Mellard Reade,4,838
458,458,7. Generally - Aberdeenshire - Sutherland,,granite - Silurian,,,,,,1,,"Dudgeon, Criffel",5,838
459,459,Glasgow - Glasgow.,,sandstone - quartzite - green mica,,,,"N. - W, - N.E., - N.W., - N.E.",,1,clay,John Young,2,839
460,460,Glasgow - Bonaw - Kilpatrick Hills - N.W,,red conglomerate - granite,,,,N.W.,,1,,"(Secornd Report, pa 165)",4,839
461,461,"LINLITHGOWSHIRE. 1. Bonwington District - ¢Ballen- reich Boulder,”",girth : 12 feet,granite,,,,N.W. - S.E.,,1,clay,Mackintosh,6,839
462,462,LINLITHGOWSHIRE. 1. Bonwington District - Glasgow.,,sandstone - quartzite - green mica,,,,"N. - W, - N.E., - N.W., - N.E.",,1,clay,John Young,2,839
463,463,"LINLITHGOWSHIRE. 1. Bonwington District - Brickwork - Garscube Road - N.W. - Possil - *Witch’s Stone,”",,sandstone - trap,,,height above sea level : 431 feet,"N.W., - W.N.W.",,1,,James Melvin,3,839
464,464,LINLITHGOWSHIRE. 1. Bonwington District - Bonaw - Kilpatrick Hills - N.W,,red conglomerate - granite,,,,N.W.,,1,,"(Secornd Report, pa 165)",4,839
465,465,LINLITHGOWSHIRE. 1. Bonwington District - Bonaw - Kilpatrick Hills - N.W,,,,,,,,1,,,5,839
466,466,"LINLITHGOWSHIRE. 1. Bonwington District - ¢Ballen- reich Boulder,”",girth : 12 feet,granite,,,,N.W. - S.E.,,1,clay,Mackintosh,6,839
467,467,LINLITHGOWSHIRE. 1. Bonwington District - River Almond - Kirkliston - Old Red Sandstone - Callander - N.W. - Scotland - Greenland - Perthshire - Argyleshire - Habbie - Howe,51 x 41 x 4,Sandstone - conglomerate,,,height above sea level : 2000 feet,"N.W.,",,1,,Maclaren,2,840
468,468,"2. Kirkliston - ¢ Catstone,”",length : 3 inches - circumference : 12 feet,greenstone - mica - slate,,,,"N. - W,",,1,bed,"Kirkliston., James Y. Simpson",4,840
469,469,2. Kirkliston - River Almond - Kirkliston - Old Red Sandstone - Callander - N.W. - Scotland - Greenland - Perthshire - Argyleshire - Habbie - Howe,51 x 41 x 4,Sandstone - conglomerate,,,height above sea level : 2000 feet,"N.W.,",,1,,Maclaren,2,840
470,470,"2. Kirkliston - ¢ Catstone,”",length : 3 inches - circumference : 12 feet,greenstone - mica - slate,,,,"N. - W,",,1,bed,"Kirkliston., James Y. Simpson",4,840
471,471,2. Kirkliston - Edinburgh - Sesston,,,,,height above sea level : 1600 feet,,,1,,Nicol,1,841
472,472,2. Kirkliston - Pentlands - Allermuir Hill - Highlands - N.W,,quartz,,,height above sea level : 1617 feet,,,1,clay - pebbles - stratified,James Croll,2,841
473,473,2. Kirkliston - N.W. - Pentlands,,,,,,"N.W. - E. - W, - E.S.E. - W.S.W. - W.",,1,clay,Geikie,3,841
474,474,2. Edinburgh and Suburbs - Edinburgh and Suburbs. - Arthur’s Seat - Castle Hill - Calton Hill,,,,,,,,1,,Charles Maclaren,2,842
475,475,2. Edinburgh and Suburbs - Arthur's Seat,,sandstone,,weight : 30 tons,,,,20,,,3,842
476,476,2. Edinburgh and Suburbs - Castle H7ll,,,,,,,,1,,,4,842
477,477,2. Edinburgh and Suburbs - Nursery Gar - Leith Walk,,Conglomerate,,,,,,1,,Henderson,5,842
478,478,2. Edinburgh and Suburbs - Calton Hill,,sienitic - greenstone,,,,,,1,,"Maclaren, Hill",6,842
479,479,2. Edinburgh and Suburbs - Edinburgh - Session,,felspar - greenstone - porphyry - quartz - shale,,,,,,1,,,1,843
480,480,2. Edinburgh and Suburbs - N.E. - N.W.,,,,,,N.E. - N.W.,,1,,,2,843
481,481,2. Edinburgh and Suburbs - Arthur’s Seat - Windy Gowl,,sand,,,,,,1,bed - clay - sand - stratified,,6,843
482,482,2. Edinburgh and Suburbs - Arthur’s Seat,,sand - felspar - red sienitic - porphyry,,,,,,1,bed - sand - clay,,1,844
483,483,2. Edinburgh and Suburbs - Easter Duddingstone - North British Railway - Old Red Sandstone Con - N.W. - W.N,,Sandstone - porphyry - black basalt,,,,"N.W. - W.N. - W,",,1,,,2,844
484,484,2. Edinburgh and Suburbs - Joppa - Magdalen Bridge,,,,,,"N.N.W. - N,N.W., - W, - S,,",,1,,,3,844
485,485,2. Edinburgh and Suburbs - Water of Leith,10 x 8 x 5,,,,,E. - W.,,2,,Dalmahoy,4,844
486,486,4. Craiglockhart - Ile - Hailes - Redhall - N.W.,,sandstone,,,,N.W.,,1,clay,Craiglockhart.,5,844
487,487,"of Edinburgh, Session 1883-84. 845 5. Tynecastle, in west suburbs of Edinburgh - Edinburgh - Session",4 x 2 - Height : 2 feet,sand - quartz - shale,,,height above sea level : 200 feet,,,1,knoll - sand - pebbles,"Convener, Mr Stevenson",1,845
488,488,6. Granton - Granton. - Old Quarry - Linlithgow - Stirling - E. and W. - Firth of Forth,,sandstone,,,,"E. - W.,",,1,clay,,2,845
489,489,6. Granton - Granton Harbour,,whinstone,,,,"W, - S.",,2,,,3,845
490,490,7. Leith Docks - Leith Docks. - Albert Docks,,,,,,,,1,clay,,4,845
491,491,7. Leith Docks - Leith Docks. - Albert Docks,,blue whinstone - quartz - sandstone - black ironstone - shale,,,,"W, - N.",,1,,,5,845
492,492,7. Leith Docks - Leith Docks. - Albert Docks,circumference : 71 inches - girth : 41 feet,,,,,,,2,clay - bed,Crum Brown,6,845
493,493,7. Leith Docks - Falkirk - Slamannan - Kilsyth - E.,,shale - ironstone - marcasite,,,,"E. - N,",,1,,Charles Peach,3,846
494,494,7. Leith Docks - Campsie - Glasgow - Leith,,shale - ironstone - marcasite,,,,N.E.,,1,,Crum Brown,4,846
495,495,7. Leith Docks - Carlowrie - Edinburgh - Leith - Dalmeny - Humbie,,sandstone,,,,,,1,clay,Hutchi,5,846
496,496,7. Leith Docks - Leith - Scotland,,,,,,,,2,clay,,2,847
497,497,7. Leith Docks - Kilsyth - Slamannan,,,,,,"E., - E. - N.,",,1,,Peach,3,847
498,498,7. Leith Docks - Campsie - Leith,,,,,height above sea level : 150 feet,,,1,,,4,847
499,499,"8. Alnwick Hill, near Liberton - Alnwick Hill - Liberton. - Old Red Sandstone",,felspar - Sandstone,,,,"N. - W,",,1,clay,,5,847
500,500,"8. Alnwick Hill, near Liberton - Alnwick Hill - Liberton. - Old Red Sandstone",,,,,,N.W.,,1,,"(Fourth Report, pa 29)",6,847
501,501,Inghkeith - Inghkeith. - Stirlingshire,,basalt - porphyry,,,,,,1,,Muggridge,7,847
502,502,Inghkeith,,sand,,,,,,1,gravel - sand,,1,848
503,503,MORAYSHIRE. Dyle - MORAYSHIRE,,granite - gneiss - Conglomerate,,,,,,1,,"Martin, Elgin",6,848
504,504,The Forres - Cromarty - N.W. - Moray Firth,94 x 8 x 8,red granite - Conglomerate,,weight : 44 tons,height above sea level : 60 feet,"N.W. - N.,",,2,bed - shingle - pebbles,,2,848
505,505,The Forres - N.W.,,granite - gneiss - quartz - Silurian,,,,N.W.,,1,shingle - pebbles,,3,848
506,506,"On Elgin - Lighthouse - N.W. - ¢Carlin’s Stone,” - ¢Young Curlin’s Stone”",,Conglomerate,,,height above sea level : 182 feet - height above sea level : 230 feet,N.W. - W. - N.,,1,,"(Sixth Report, pa 26)",4,848
507,507,On Elgin - Edinburgh - Session,,Conglomerate,,,,"N.W.,",,1,,,1,849
508,508,On Elgin - Edinburgh - Session,,granite - gneiss - mica - slate - sand,,,,,,1,gravel - clay - sand,,2,849
509,509,"On Elgin - Pluscardine Hll - N.W - “Chapel Stone,”","13 x 8 x 6, 12 x 8 x 3",gneiss - Sandstone,,,,N.W.,,1,,,3,849
510,510,On Elgin - Carden Hill,,sandstone,,,,W.,,1,,,4,849
511,511,On Elgin - Carden Hill - N.W,,granite - gneiss,,,,N.W. - W.,,1,,,5,849
512,512,On Elgin - Carden Hill,,sandstone,,,height above sea level : 400 feet,,,1,,,6,849
513,513,On Elgin - Quarrywood Hill - N.W.,,sandstone,,,height above sea level : 200 feet - height above sea level : 140 feet,N.W.,,4,,,8,849
514,514,850 Burgh-head - Birnie - Clarkeley Hill,,granite - gneiss,,,,"N. - W, - S.E.",,1,,Gordon,1,850
515,515,"850 Burgh-head - Roseile - ¢ Hare” - “Witch Stone,”",21 x 14 x 4,granite - Conglomerate,,,height above sea level : 700 feet,"N. - W,",,4,,,2,850
516,516,Inverugie Lime Quarries - Ross - Sutherland,,,,,,E. - W.,,1,clay,,3,850
517,517,"Dujfus Public School - Witch Stone - “Witch Stone,” - ¢Carlin’s Stone,”",,Conglomerate - granite - gneiss - quartz - sand,,,height above sea level : 250 feet,"N.W., - S.E.",,1,bed - sand,,5,850
518,518,Lossiemouth - Lossiemouth. - Covesea - N.W. - S.E,,sandstone,,,,"N.W., - N.W. - S.E.",,1,,,6,850
519,519,Lossiemouth - Lossiemouth. - Covesea - N.W. - S.E,,Conglomerate,,,height above sea level : 20 feet,,,1,,Carlin Stone,7,850
520,520,New Spynie - Old Red Sandstone,,Conglomerate - Sandstone,,,,,,1,,,8,850
521,521,"Llanbryde, St Andrews - Llanbryde - St Andrews. - Gneiss - Spynie Loch - ¢Grey Stone,”",15 x 9 x 7,Gneiss,,,,,,1,bed,,9,850
522,522,"Llanbryde, St Andrews - Llanbryde - St Andrews. - Gneiss - Spynie Loch - ¢Grey Stone,”",,hornblende - gneiss,,,,,,6,,Martin,10,850
523,523,"Rothes - Forres - Nairn - NAIRNSHIRE - “NAIRNSHIRE. Croy.—* Tom Riach,”",,sand - Conglomerate,,,,,,1,sand - gravel - stratified,"(First Report, pa 43)",11,850
524,524,"Between NAIRNSHIRE. Croy - Forres - Nairn - NAIRNSHIRE - “NAIRNSHIRE. Croy.—* Tom Riach,”",,sand - Conglomerate,,,,,,1,sand - gravel - stratified,"(First Report, pa 43)",11,850
525,525,"On Cawdor - Roseile - ¢ Hare” - “Witch Stone,”",21 x 14 x 4,granite - Conglomerate,,,height above sea level : 700 feet,"N. - W,",,4,,,2,850
526,526,On Cawdor - Edinburgh - Sesston,,granite - Sandstone,,,,,,1,,Plate X.,1,851
527,527,"On Cawdor - Piper’s Hill - Old Red Sandstone - N.W - N.W. - ¢Piper’s Hill,”",,Sandstone - Conglomerate - quartz - felspar,,weight : 10 tons,height above sea level : 200 feet,"N.W, - N.W.,",,1,gravel - pebbles,,2,851
528,528,On Cawdor - N.W.,,,,,,"N.W.,",,1,,,3,851
529,529,On Cawdor - Ross-shire,,,,,,,,1,,,4,851
530,530,On Cawdor - E. and W.,12 x 84 x 8 - height : 30 feet - girth : 9 feet,granite - sand - Conglomerate,,,height above sea level : 270 feet,N.W. - E. - W. - S.E.,,5,gravel - sand,"(Second Report, pa 166)",5,851
531,531,Ardelach - E. and W.,12 x 84 x 8 - height : 30 feet - girth : 9 feet,granite - sand - Conglomerate,,,height above sea level : 270 feet,N.W. - E. - W. - S.E.,,5,gravel - sand,"(Second Report, pa 166)",5,851
532,532,Kinsteary about 2 miles S.E. of Nairn) - Nairn - Inverness,,granite,,,,S.E.,,1,,Jolly,7,851
533,533,Kinsteary about 2 miles S.E. of Nairn) - Inverness - Kinsteary - Buckie - Lossiemouth - Sizth Report - Nairn,,granite,,,,,,1,,"(Sizth Report, pa 49)",2,852
534,534,Kinsteary about 2 miles S.E. of Nairn) - ¢Giant’s Stone.”,,red porphyry - granite - sandstone - Conglomerate,,weight : 8 tons,height above sea level : 1800 feet - height above sea level : 260 feet,"W.N.W., - S.W. - N.E. - W.S.W.",,1,,Edin. Roy.,5,852
535,535,Sanday - Old Red Sandstone,,Gneiss - Sandstone - gneiss,,,,"S.W.,",,1,,"(First Report, ppy 10, 44)",4,852
536,536,Sanday - ¢Giant’s Stone.”,,red porphyry - granite - sandstone - Conglomerate,,weight : 8 tons,height above sea level : 1800 feet - height above sea level : 260 feet,"W.N.W., - S.W. - N.E. - W.S.W.",,1,,Edin. Roy.,5,852
537,537,of Strommess - Edinburgh - Session,,granite - Sandstone,,,,,,2,,"(Second Report, pa 169)",1,853
538,538,of Strommess - Edinburgh - Session,,granite,,,,,,1,,James Russell,2,853
539,539,"Walls in south end of group) - Westra - Cleat Hill - Eda - Messrs Peach - Horne - Orkneys - Strommness - “Glaciation of the Orkneys,”",,granite - quartzite - red sandstone,,,,,,1,,"Messrs Peach, Horne",3,853
540,540,Walls in south end of group) - Westra - Strom - N.N.E.,,,,,,"N, - N.N.E.",,1,,,4,853
541,541,Walls in south end of group) - Westra - Eda - N.W.,,sandstone,,,,N.W.,,1,,,5,853
542,542,Walls in south end of group) - Zda - Sanday - Stromsa - Shapinshay,,,,,,,,1,clay,"Messrs Horne, Peach",6,853
543,543,North Ronaldshay - North Ronaldshay. - Boulders,,,,,,,,1,,"(Eighth Report, pa 7)",7,853
544,544,North Ronaldshay,,granite - sandstone,,,,,,1,,,1,854
545,545,North Ronaldshay - Ronaldshay,,,,,,,,1,clay,,2,854
546,546,North Ronaldshay - Sanday - Stromness - Pomona - S.W,,Conglomerate - granite,,,,S.W.,,1,,,3,854
547,547,Mainland - Stennis - Stanay,,,,,,,,1,,"(Second Report, pa 167)",6,854
548,548,Mainland - Orkneys - Shetlands,,,,,,S. - E.,,1,,"Messrs Peach, IXorne",7,854
549,549,Mainland - Orkney,,,,,,,,1,,"Messrs Peach, Horne",9,854
550,550,PEEBLESSHIRE. Kirkurd - Kirkurd.,Height : 550 feet,gneiss - trap - quartz - granite - mica - slate - schist,,,,,,3,clay,"(First Report, pa 44)",5,855
551,551,"Pecbles - White Stone Knowe - “White Stone Knowe,”—alluded",3 x 21,white quartz,,,,,,1,,,3,855
552,552,Pecbles - Kirkurd.,Height : 550 feet,gneiss - trap - quartz - granite - mica - slate - schist,,,,,,3,clay,"(First Report, pa 44)",5,855
553,553,PEEBLESSHIRE. Kirkurd - Kirkurd.,Height : 550 feet,gneiss - trap - quartz - granite - mica - slate - schist,,,,,,3,clay,"(First Report, pa 44)",5,855
554,554,PEEBLESSHIRE. Kirkurd - N.W.,,mica - slate,,,height above sea level : 1500 feet,N.W. - N.,,2,,"(Furst Report, pa 44)",2,855
555,555,PEEBLESSHIRE. Kirkurd - N.W.,girth : 71 feet - high : 17 feet,,,weight : 600 tons,,"N. - W,",,1,,Richardson,4,855
556,556,"PEEBLESSHIRE. Kirkurd - “Clachan M‘had,” - *Stones of the Fox”",,,,,height above sea level : 200 feet,,,1,,"(First Report, pa 45)",1,856
557,557,"PEEBLESSHIRE. Kirkurd - Pitnacree House - *Clack Odhar,”",15 x 111 x 4,schist,,,,,,1,,Clack Odhar,2,856
558,558,Aberfoyle - Aberfoyle. - Arndrum Hill - Scotland - Dumbarton - Callander - S.,,Conglomerate,volume : 3 cubic yards,,height above sea level : 230 feet - height above sea level : 454 feet,"E.N.E, - N.",,6,,,4,856
559,559,"are six boulders of greywacke, forming a line bearing N. and S - Aberfoyle. - Arndrum Hill - Scotland - Dumbarton - Callander - S.",,Conglomerate,volume : 3 cubic yards,,height above sea level : 230 feet - height above sea level : 454 feet,"E.N.E, - N.",,6,,,4,856
560,560,Blairgowrie - Braemar,,granite - mica - schist,,,height above sea level : 200 feet,"N. - W,",,7,,,5,856
561,561,"Callander - Bochastle Hill - ““Sam- son's Putting Stone,”",,Gneiss - Conglomerate - gneiss,,,height above sea level : 330 feet,"N.E. - W.S.W.,",,1,,"(First Report, pa 46, and Second Report, pa 169)",6,856
562,562,Clunie - Grampians - N.W,,,,,,N.W.,,1,knoll,"(Second Report, pa 170)",7,856
563,563,"of Edinburgh, Session Doune near Xilbride) - Edinburgh - Session",,Conglomerate,,,,,,1,,"(First Report, pa 46)",1,857
564,564,"of Edinburgh, Session Doune near Xilbride) - W.N.W. - Estuary of the Forth",,Conglomerate,,,,W.N.W.,,1,gravel,,2,857
565,565,Dunblane - Dunblane. - Gneiss - Cromlix - Grampians - S.W. - N.E,17 x 10 x 5,Gneiss,,,,S.W. - N.E.,,4,gravel,,3,857
566,566,Dunkeld - Craigiebarns Hill - N.E. - N.W. - River Tay,,mica - schist,,,height above sea level : 1000 feet,N.E. - N.W.,,1,knoll,,4,857
567,567,Fortingall - “Clach an Salaine.”,24 x 16 x 13 - Height : 2500 feet,Gneiss - sand - slate,,,,N.W.,,1,sand - clay - gravel,"(First Report, pa 46, and Second Report, pa 172)",8,857
568,568,Fowlis - Abercairney - Old Red Sandstone,,granite - Sandstone,,,,"N.W.,",,1,,"(First Report, pa 47, and Second Report, pa 171)",9,857
569,569,Killiecrankie - Tenandry Manse - Ben-y - Gloe,,,,,,,,1,,,10,857
570,570,Killiecrankie,,granite - gneiss - quartz - porphyry,,,,,,1,,"(Second Report, pa 172)",1,858
571,571,Killin - Morenish - Killin - Loch Tay,,,,,height above sea level : 1100 feet,,,1,,"(Fourth Report, pa 31)",3,858
572,572,Kilspindie - N.W.,,granite,,,,N.W.,,7,,"(F7rst Report, pa 47)",4,858
573,573,"- Kirkmichael - Kirkmichael. - *Clachan Sleuchdaidh,”’ - *Stones of Worship”",,,,,,,,1,,"(First Report, pa 47)",5,858
574,574,Logie Almond - River Almond - Carr - “ Carr” - ¢“ Bog.”,,whinstone,,,,,,1,bank,Logie Almond.,6,858
575,575,"Logie Almond - Old Red Sandstone - ¢Cul na Cloich,” - *Stone Nook.”",,Conglomerate - Sandstone,,,,,,1,,,7,858
576,576,"Logie Almond - Old Red Sandstone - ¢Cul na Cloich,” - *Stone Nook.”",,Conglomerate,,,,,,1,,"(First Report, pa 47)",8,858
577,577,"Logie Almond - Old Red Sandstone - ¢Cul na Cloich,” - *Stone Nook.”",,granite,,,,E. - W.,,1,,Glen Dochart.,9,858
578,578,Schehallion Mountain stop of 3560 feet above sea) - Schehallion Mountain,,granite,,,height above sea level : 3560 feet - height above sea level : 3000 feet,N.W. - W.,,1,Gravel,"(Second Report, pa 173)",11,858
579,579,Schehallion Mountain stop of 3560 feet above sea) - Schekhallion - E. and W. - Glen T'ilt,,mica - slate - granite - porphyry,,,height above sea level : 2000 feet,E. - W.,,1,,"(Seventh Report, pa 40)",2,859
580,580,Schehallion Mountain stop of 3560 feet above sea) - Perthshire Hills - Blair Athole - Dunkeld - N.W.,,,,,,N.W.,,1,,Jamieson,3,859
581,581,"Pitlochry - Pitlochry. - Straloch - * @ledstone,”",,mica - slate,,weight : 8 tons,height above sea level : 1800 feet,,,1,gravel - clay,Gladstone,5,859
582,582,Pitlochry - Stralech - Clachk Mhor - Greut Stone,24 x 20,granite - mica - slate - quartzite,,,,,,1,clay,"(First Report, pa 47)",6,859
583,583,Pitlochry - Stralech - Clachk Mhor - Greut Stone,27 x 17 x 12,porphyry,,,height above sea level : 2309 feet,,,1,,Beinn nan Clach,7,859
584,584,Luib - “Clach a Druidh”,,,,,,"W, - N.",,1,,"(Fzrst Report, pa 48)",1,860
585,585,Paisley - Ellon - Balan,,,,,height above sea level : 800 feet,N.W.,,1,clay,"Jamieson, Balani, Jamieson",2,860
586,586,"Ross and CRrOMARTY, Qlenelg (West Coast) - Qlenelg - West Coast - Elg",21 x 18 x 10,granite,,,,"N.N. - W, - S.",,1,bank,"(Fourth Report, ppy 3, 4)",7,860
587,587,"Ross and CRrOMARTY, Qlenelg (West Coast) - Ellon - Balan",,,,,height above sea level : 800 feet,N.W.,,1,clay,"Jamieson, Balani, Jamieson",2,860
588,588,Lochalsh (West Coast) - Lochalsh - West Coast,,Gneiss - quartz,,,,"E, - W. - N, - S,E.",,1,,"(First Report, pa 49)",3,860
589,589,Rosskeen - Rosskeen. - Ardross - Newmore - Achnacloich,,Granite,,,,,,1,,"(Second Report, pa 175)",4,860
590,590,Shieldag (Loch Carron) - Shieldag,18 x 10 x 10,,,,,,,1,,"(Ferst Report, pa 50)",5,860
591,591,"Shieldag (Loch Carron) - Applecross - West Coast - Rossel - Clach Bhan - Kaims - Ardbain - Ardrishach - *Clach Oiu,” - “Clach Bhan”",,,,weight : 60 tons - weight : 30 tons,,,,3,,"([First Report, pa 48)",6,860
592,592,Shieldag (Loch Carron) - Qlenelg - West Coast - Elg,21 x 18 x 10,granite,,,,"N.N. - W, - S.",,1,bank,"(Fourth Report, ppy 3, 4)",7,860
593,593,"Ross and CRrOMARTY, Qlenelg (West Coast) - Qlenelg - West Coast - Elg",21 x 18 x 10,granite,,,,"N.N. - W, - S.",,1,bank,"(Fourth Report, ppy 3, 4)",7,860
594,594,"Ross and CRrOMARTY, Qlenelg (West Coast) - Ldinburgh - Session",,red sandstone - gneiss,,,height above sea level : 1000 feet,,,1,,Nicol,1,861
595,595,"Ross and CRrOMARTY, Qlenelg (West Coast) - Ldinburgh - Session",,granite,,,height above sea level : 747 feet,,,1,,,2,861
596,596,"Ross and CRrOMARTY, Qlenelg (West Coast) - Gairloch Hotel - N.W.",long : 7 feet - high : 33 feet,,,,height above sea level : 585 feet,N.W.,,1,,,3,861
597,597,"Ross and CRrOMARTY, Qlenelg (West Coast) - Gairloch Hotel - N.W.",,blue whinstone - red sandstone - slate,,,,,,1,clay,,4,861
598,598,"Ross and CRrOMARTY, Qlenelg (West Coast) - Gairloch - Loch Fionn - W.S.W. - N.W",,,,,,W.S.W. - N.W.,,1,,,6,861
599,599,862 Proceedings Loch Maree - Near Loch Maree Hotel,,,,,height above sea level : 1000 feet,,,1,,,2,862
600,600,Achnasheen (Dingwall and Strome Ferry Railway) - Achnasheen - Dingwall and Strome Ferry Railway - Loch Rosque,girth : 15 feet,granite - sand,,,height above sea level : 610 feet,,,1,gravel - sand,,4,862
601,601,Achnasheen (Dingwall and Strome Ferry Railway) - Loch Mullardoch,12 x 8 x 7,quartz - gneiss,,,height above sea level : 1500 feet - height above sea level : 1530 feet,,,1,,Heddle,5,862
602,602,Ben Wyvis (3426 feet near Dingwall - Dingwall. - N.W. - Dirriemore,,granite,,,,N.W.,,1,,Ben Wyvis,6,862
